sentence1,sentence2,label
"it's not for me to say whether you know, to pass judgment on this matter I do know from our experience at Oxfam about how important transparency is",the only way that we have made progress in recent years across the world has been to bring in much higher standards of openness and transparency,rephrase
it's got to be both the Electoral Commission is investigating that,We have that,inference
"start to undermine our NHS they default, as Douglas has already done, to tax cuts and austerity as their way to deal with the recovery",that's not going to suit Scotland,inference
where social media doesn't work in our favour we have to fight that,we stay silent,no_rel
All they want are the facts All they want is the truth,All they want is substance,rephrase
"who really, really need help there are going to be young people leaving school very shortly",have had hardly any education for their final years,inference
What was this for What was the purpose of the war,How many lives were told to us,no_rel
I consider myself to be part of that public at large to what extent do we let other money come into politics to influence the decisions that need to be taken,"In my book Net Positive that just came out, I specifically discussed the $3.5 billion that industry is using to lobby to influence laws",no_rel
How The United Nations have a position on the ground,Because the Taliban allow it,conflict
Nobody is actually looking at that folk behave in a certain kind of way after drinks or what have you,Nobody is really looking at that element,inference
"The first on one level of accountability, so the timeliness of the trains, the cleanliness, the schedule There's a single point of responsibility and accountability",that makes sense,rephrase
Do you want to more Bale outs? The government has provided all sorts of money in terms of Coronavirus interruption loans for business,that kind of thing,rephrase
"they wouldn't have to take those actions the government did something about climate change, instead of claiming to be, you know, the leader of the world in climate change",there wouldn't be a problem,inference
I'm not prepared to accept people who disagree with you then be accused of wanting to kill lots of people This is a balance judgment,You have to balance all those things,rephrase
What the government needs to do urgently… sort out the mess at the airports support the airports to be able to separate those passengers in a safe way,you're all over the place on this,conflict
"We’re now in a much better place To give you an idea, if that were equivalent for the whole of the UK, we’d have a UK capacity of well over 260,000 tests","actually we have more than, if you like, the share of the whole UK capacity would be because of the programme we have successfully implemented",no_rel
"our economy with jobs possible not back to pre-Covid levels for 2 or 3 years education, retraining, with older people losing their jobs and catching up with younger people",the Scottish Labour Party has been focusing on these issues,no_rel
it can be used to help track and trace the people who potentially would have been infected You need them to have trust in that system,you need that trust from the public,rephrase
you've got these parties that are basically not fitting in with the standard parties the Tories are overtrying with this mandating of the flag,they've got to win the arguments to get new voters rather than trying to force the union to work that way,rephrase
They're absolutely abiding by all those rules It could be a front,I hope it isn't,no_rel
"what Vaughan’s referring to is obviously, Adam Price apologised for comparing Wales to a kind of colonial outpost when we’re looking at the real big issues of politics one of the rather petty things that we do in politics in the United Kingdom is bring it down to personalities","There’s nothing petty, it matters",conflict
the third thing is we have said we will work with the G7 right now the greatest benefit to the international community is to get everybody vaccinated,this is going be to discussed in the next couple of days to vaccinate everybody in the world by the end of next year which will involve us giving some vaccines and re-routing vaccines et cetera,inference
I've had both my vaccines I'm not hesitant,"there's something wrong where we tell people unless they pump their body full of a chemical, they are out of their job",conflict
"Andrea, you are supplying food to the hospitality industry, aren't you We are the largest in Scotland and part of the supply chain to hotels and restaurants",The rules are slightly different in Scotland than England.,no_rel
I have to respectfully disagree I think Robert will bear witness to the fact that we have disagreed over many things.,I think Robert would say we've disagreed on many a case,rephrase
"Chris, we’re still waiting for a report from the Conservative party into prejudice When are we going to see that",It was announced last year,inference
clearly haven't improved enough the government collapses,"politicians like Rory, and all politicians should begin any comment on Afghanistan with an apology first and then an explanation",no_rel
"Anybody who says this is going to be simple and easy, particularly for hospitality, has got that wrong I did empathise a lot with what people have said",also for the beauty industry as well,rephrase
a smaller proportion here than in our European countries and across the world We don’t want to get into a Dutch auction of whose regulator is better,"We did do the phase 1, 2 and 3 tests here",no_rel
they did the other night That injunction is now in place,we want to solve climate change,no_rel
I'm a proud Welshman I love being part of Britain,Scotland is also my country,rephrase
Other universities are looking at some of those things. the government should look at that as well and see whether there’s support they can give.,But the absolute key has to be we crack this thing and we make sure we come back to normal as quickly as possible so everybody has to adhere to the rules,no_rel
"That is the worst part about it, to see politicians this week saying, ""I'm shocked at this collapse, shocked it didn't work out the way ... "" they were discussing it amongst themselves that this Afghan army is not up to it, that there is corruption in the government, no-strike is not working, and they're not winning",They knew,inference
What kind of world and what kind of Wales do we want to build that's really at the heart of the independence message,it's appealing to young people,inference
"I don't understand the role that you played, Lisa, in terms of putting pressure on the government when I hear from you and Keir Starmer, I don't get a good feel","I haven't seen an impassioned, heartfelt speech in the - no doubt this evening",no_rel
that's driven by the customer it's driven by simple economics,you're an Australian beef farmer,no_rel
All of those aspects of the response including the relationship to the timing have all worked in this country very well I think we can all collectively take some pride in the way as a nation we have come together,I think we can take collective national pride in the way we have worked together on that,rephrase
they can't go and see the game in Amsterdam which is being played on Saturday night against Denmark Denmark supporters can go,Welsh supporters can't go,conflict
"I'm going to endorse the point that listening to professionals is vital to anything that happens going forward with regard to the exact question, I think catch-up is a bit of a distraction, particularly for schools, particularly colleges and universities","The idea that people stop working and can invest time in catch-up is, in itself, problematic",rephrase
"are you happy with the way that's going Chris he was in terms of the advice it will solve and change over time, particularly as scientific Chris gets updated",people should wear face coverings on public transport,no_rel
I'm after this percentage there's too much of this that goes in politics,all political parties do it,rephrase
business needs to give employees answers We are running out of cash fast,We need to budget and plan,inference
we're seeing shortages in our farms in picking and packing food,getting it onto supermarket shelves,rephrase
My daughter-in-law who lives in the UK is from Singapore she has to deal with this every week,She is a lawyer in London,no_rel
"I agree with everything that has been said so far, particularly about the education of people, particularly young men a very important factor is everybody would feel a lot safer if we had a more visible police presence on our streets",I think it is a reassuring thing to see police on our streets as a form of protection for us all,rephrase
Yes we are putting the interests of a few big pharmaceuticals above the interests of people around the world,"the more this vaccine you know, rips through countries like India, the more chances it will mutate",no_rel
"Do you think, footballers shouldn't take the knee I'm just asking your opinion","Whether it is the statues or taking the knee, we've ended up with these things that divide us and united societies",no_rel
"The argument that the British media is somehow exempt from this would be ridiculous You'll know these examples as well as anybody, but the example often quoted of Kate Middleton,","they don't call her Kate Middleton these days, Kate tenderly cradles her baby",inference
"appears to stem from a lack of joined up planning and a refusal to use all the resources available to us If Israel can manage 16,000 vaccinations every day, why can’t we do better",Why can’t we,rephrase
"after the G7, Cornwall a county with very, very few infections spiked-up especially around Carbis Bay, and Falmouth where the journalists were What's the communication",I now really don't understand the rules even though I read them,no_rel
"in our society there are people undertaking normal transactions that absolutely accept the point that with regard to specific transactions a form of ID is a normal thing Now, can I say, I'm very much against a general ID card policy",I don't believe in it,inference
it was a tragedy for the people of Southend We don't want an equivalent tragedy,which is that we let terrorism win by standing between our elected members of parliament and members of Scottish parliament and the people that they represent,rephrase
the infection rate has been rising here we have to stick to this July date,do you have any sympathy with the idea it is best to delay for four weeks to try to stop another wave,inference
"Maybe that needs a clear-out it is just not the Mountbattens Windsors, it's a whole lot of people",Maybe that needs a looking into,inference
If necessary we can fly it That is a lot more expensive than coming through a lorry,The importance of the vaccine can’t be underestimated,no_rel
This isn't just about HGV drivers we're seeing shortages in our farms,in picking and packing food,rephrase
not taking on multiple roles So I therefore have time to take payment from other companies,By taking on multiple roles it is saying the issues within their constituency is a part-time role,inference
the facts are that we need to pay for whatever it is that we do provide actually handled the coronavirus increase in the number of people who required assistance very well,The universal credit system is working vastly better than the system that it replaced,inference
Before Christmas I co-ordinated a group of 40 MPs on a cross-party basis to ask the Government to change two or three things First of all what carers were asking for,why was it OK for paid carers to be going in but not for family carers to be going in and out,no_rel
"is it Manchester University has made some accommodation. Yes, for accommodation,",not for teaching.,no_rel
"is it going to be viable for you, for example, to open, you’ve got hotels around the world? No, it isn’t",You’ve got hotels around the world,no_rel
show leadership yourself have a strategy,"in Scotland, don't waste our time creating a vaccine passport scheme that doesn't work",no_rel
"the first minister said from the outset that she will appear in front of that committee, under oath, and answer all questions that it has the idea that she is trying to hide away in some way couldn't be further from the truth",and you know it,rephrase
"In Germany, they devolved it very quickly into the local authorities we can’t have the whole of the United Kingdom hanging on an app developer developing an app",you’ve got to have the whole infrastructure,conflict
"There is this issue of cost If I look at crofters in Skye or elsewhere, in the Highlands, there's no alternative to sheep farming","If we cannot make money from selling sheep, that livelihood, that way of life that has existed for generations comes to an end",inference
All of this talk about discrimination people haven't got access already to photographic ID,you must make it free to access photographic ID,inference
"some of those companies are behaving well once they get out of Europe, away from the media, where there are governments that can't or don't regulate or whatever it is, and those companies in those countries are behaving in a blatantly irresponsible way",What we need to do is be looking carefully at our supply chains,inference
by mid-May 40% of Covid-related deaths had come from care homes it would go a long way,your Government began to show a little bit of contrition and acknowledgment of the mistakes that have been made in the handling of this crisis up to this point,inference
Talk to the building society about it There are always ways of getting around that kind of thing,"if you're a very poor woman with children, living alone, with no resources, and no knowledge of how to argue these things and where to find help",conflict
I disagree you do,it is how you feel,rephrase
this also comes into a public health issue A lot of people weren't in the best physical condition because of unhealthy diet,part of the reason that the UK was hit so hard with COVID-19 was because we had a public health problem,inference
"this is a market in which 99 per cent of lorry drivers are white male, average age 55 to 57 and the conditions at truck stops",and it's because the conditions haven't been pleasant,inference
"I run a commercial business, obviously, that relies on being opened and not locked down. So I’ve tried to keep our business as safe as possible for so long as possible.","But I think Mark hit the nail on the head when he said that, you know, this new variant really changed the game.",no_rel
"the 25,000 people who are needed to operate the system and deliver 10,000 track and traces per day will be in place by 1st June 24,000 of those 25,000 have been recruited already and are in advance stages of training, so will be ready to deploy on 1st June","the app will be a few weeks after that, which will further augment the system",inference
"we all underestimated how far-reaching COVID was going to be for our everyday lives thinking about it at the time, that the three-month initial lockdown was going to sort things out, I think that was a big mistake","when it comes to this time now that we’re in, I think the people are suffering from lockdown fatigue",no_rel
"My auntie out there is a teacher of a girls' school We've just left them, holding a hot potato","We've left them to deal with it with a group that, over the last 20 years, have become calculating, have become smart",rephrase
"that's surely had an impact on these conviction rates and prosecution rates looking at the data from the Home Office and the CPS, and the justice department Robert, I mean it is shocking",It is absolutely shocking,rephrase
"I have to own that I’m just telling that as a cautionary tale for others, try to put your pride and ego aside when you’re making decisions that are political or relationship based or in your business",it seems that some Republicans are getting buyer’s remorse and regretting that Donald Trump is their representative in the presidential race,no_rel
"Your plan for change, now is the time to enter into the conversation I voted for it because of consent because that gave me an opportunity to work every day to convince people why the merits of a united Ireland is in their interests","There’s no contradiction in trying to make the protocol work, which I’m wedded to, but also the Good Friday Agreement",inference
"Very strongly The Scottish Labour Party don't agree, the Scottish Liberal Democrats, the Scottish Tories do not agree",there is no consensus,inference
"Were they, as Megan's father suggested, a crass way of wondering, is this baby going to have its grandfather's big ears as any family is curious",Is this baby going to have red hair,rephrase
I think it is important we keep hospitality places open it is something you have to work on,so long as they’re doing their bit and keeping it well-ventilated and following guidelines,no_rel
you want to raise taxes how the Green Party can justify the increase through taxation when part of their manifesto is looking towards moving to a four-day working week,"the kind of taxes that we're looking at are windfall taxes on massive corporations and, for example, a wealth tax on people who have assets of over a million pounds",conflict
"This virus most likely will stay with us in this guise for the foreseeable future. We all hope for a vaccine,",we hope for better interventions,rephrase
"We saw this when people were playing off Diana against Sara Ferguson The origin, the basis of that was not race",So Megan was chosen to be the baddy and Kate was the goody,no_rel
"There are 10,000 deaths in the last week um... according to you know, the Government bodies of which 93 were Covid it's less than 1%","it's way, way down",inference
"If no one watched, he treats them with total disregard that's been disrespected",It is now clear there's a mandate from the Scottish people,no_rel
"In terms of the latest lockdown, yes, we did call for a full lockdown before the government announced it before Christmas, I have to say, we were very concerned about the situation then","we’re probably seeing, sadly, because of the lag in this disease then coming through into hospitals",no_rel
it is about society accepting everyone and looking for the good in everyone everyone has something to contribute,"it is our task, our mission is to go and find what is good in people",inference
the demographic changes in that workforce this is not a short term problem,what we need to see for a just in time supply chain is some long term planning,inference
come up with far bolder things that governments ever do People like there -- they want to see a ban on high carbon products being advertised,There are some win wins here,no_rel
The idea that alcohol is driven to people’s behaviour the way that it changes,there are plenty of people that enjoy socially mixing,no_rel
this is a global issue My daughter-in-law who lives in the UK is from Singapore,she has to deal with this every week,inference
Yeah the state of our streets and the cuts to cleansing services,we have our cleansing workers going on strike during COP26,inference
Why haven't you invested in further education it's not just HGV,we need to get on with the visas so that these people can come in,inference
"the only way that I can feel like I cannot be utterly embarrassed and humiliated about my service is if we as a democratic nation hold those responsible to this for account where it holds to account both some of the political decisions, but also those in the military hierarchy who were responsible for strategic and operational decisions that have led to failure",have a full parliamentary inquiry that Boris Johnson is trying to weasel out of having,inference
There is an opportunity here for us to sell as well I'm talking about an industry that is going to be imperiled by the gross stupidity and willful negate your government people,Why wouldn't people still want to buy them,no_rel
"They can in principle, but they agreed between them not to do that. That’s just factually accurate",That’s what it is,rephrase
It will be great if the military is involved it will be much better if the military was involved in the command and control rather than just the delivery side,I hope that’s the case,rephrase
"we need to do this intelligence gathering if you talk to the CPS or you talk to procurator fiscal, the evidence has got to be there where you've got an opportunity of taking something to court","When it comes to evidence and trying to find out who the perpetrators are, that is a tremendously difficult aspect",inference
think Tim's right we all benefit by having our young people right at the heart of a democracy,we all gain,rephrase
"Words like racism stick I think the people who are booing, I don't think the vast majority of them are racist",I don't think we can call them racist,rephrase
"here we are, the first country in the world facing a cull of healthy livestock, potentially up to 120,000 pigs When you say a cull, we won't be eating these pigs",they will be incinerated and that's the end of it,rephrase
