index	prediction
558	rephrase
559	rephrase
560	no_rel
561	rephrase
562	rephrase
563	no_rel
564	inference
565	no_rel
566	inference
567	rephrase
568	inference
569	rephrase
570	rephrase
571	rephrase
572	no_rel
573	inference
574	rephrase
575	rephrase
576	rephrase
577	no_rel
578	inference
579	rephrase
580	inference
581	rephrase
582	rephrase
583	inference
584	no_rel
585	rephrase
586	rephrase
587	rephrase
588	rephrase
589	rephrase
590	inference
591	no_rel
592	inference
593	rephrase
594	inference
595	rephrase
596	rephrase
597	rephrase
598	rephrase
599	no_rel
600	inference
601	no_rel
602	no_rel
603	inference
604	no_rel
605	rephrase
606	no_rel
607	inference
608	rephrase
609	rephrase
610	inference
611	rephrase
612	no_rel
613	no_rel
614	rephrase
615	rephrase
616	rephrase
617	inference
618	rephrase
619	rephrase
620	no_rel
621	rephrase
622	conflict
623	rephrase
624	rephrase
625	inference
626	rephrase
627	rephrase
628	rephrase
629	rephrase
630	rephrase
631	rephrase
632	rephrase
633	rephrase
634	rephrase
635	rephrase
636	rephrase
637	rephrase
638	rephrase
639	rephrase
640	rephrase
641	rephrase
642	rephrase
643	rephrase
644	no_rel
645	no_rel
646	inference
647	no_rel
648	no_rel
649	inference
650	no_rel
651	inference
652	no_rel
653	inference
654	no_rel
655	rephrase
656	inference
657	rephrase
658	inference
659	inference
660	inference
661	rephrase
662	rephrase
663	no_rel
664	rephrase
665	rephrase
666	rephrase
667	rephrase
668	rephrase
669	rephrase
670	rephrase
671	rephrase
672	rephrase
673	rephrase
674	inference
675	rephrase
676	inference
677	rephrase
678	no_rel
679	no_rel
680	rephrase
681	rephrase
682	rephrase
683	no_rel
684	rephrase
685	no_rel
686	rephrase
687	no_rel
688	no_rel
689	rephrase
690	rephrase
691	rephrase
692	rephrase
693	no_rel
694	rephrase
695	inference
696	no_rel
697	inference
698	rephrase
699	rephrase
700	inference
701	inference
702	rephrase
703	rephrase
704	inference
705	no_rel
706	inference
707	inference
708	rephrase
709	rephrase
710	rephrase
711	rephrase
712	inference
713	rephrase
714	rephrase
715	no_rel
716	rephrase
717	rephrase
718	rephrase
719	rephrase
720	rephrase
721	rephrase
722	no_rel
723	rephrase
724	rephrase
725	rephrase
726	conflict
727	rephrase
728	rephrase
729	rephrase
730	inference
731	rephrase
732	no_rel
733	rephrase
734	rephrase
735	rephrase
736	inference
737	inference
738	inference
739	no_rel
740	rephrase
741	no_rel
742	rephrase
743	rephrase
744	rephrase
745	rephrase
746	rephrase
747	rephrase
748	rephrase
749	rephrase
750	rephrase
751	rephrase
752	inference
753	inference
754	rephrase
755	inference
756	rephrase
757	rephrase
758	rephrase
759	rephrase
760	rephrase
761	rephrase
762	rephrase
763	rephrase
764	rephrase
765	rephrase
766	rephrase
767	inference
768	no_rel
769	rephrase
770	rephrase
771	rephrase
772	rephrase
773	inference
774	no_rel
775	inference
776	rephrase
777	rephrase
778	rephrase
779	rephrase
780	rephrase
781	inference
782	rephrase
783	rephrase
784	rephrase
785	rephrase
786	inference
787	rephrase
788	inference
789	no_rel
790	rephrase
791	conflict
792	rephrase
793	no_rel
794	rephrase
795	no_rel
796	rephrase
797	no_rel
798	no_rel
799	rephrase
800	rephrase
801	no_rel
802	no_rel
803	no_rel
804	no_rel
805	conflict
806	rephrase
807	inference
808	inference
809	inference
810	rephrase
811	inference
812	inference
813	no_rel
814	rephrase
815	rephrase
816	no_rel
817	no_rel
818	rephrase
819	rephrase
820	no_rel
821	inference
822	no_rel
823	rephrase
824	rephrase
825	rephrase
826	rephrase
827	conflict
828	inference
829	no_rel
830	rephrase
831	inference
832	rephrase
833	rephrase
834	inference
835	rephrase
836	no_rel
837	rephrase
838	rephrase
839	rephrase
840	rephrase
841	rephrase
842	rephrase
843	rephrase
844	rephrase
845	rephrase
846	rephrase
847	rephrase
848	no_rel
849	no_rel
850	rephrase
851	rephrase
852	rephrase
853	rephrase
854	inference
855	inference
856	inference
857	rephrase
858	no_rel
859	rephrase
860	conflict
861	rephrase
862	rephrase
863	no_rel
864	rephrase
865	no_rel
866	rephrase
867	conflict
868	no_rel
869	rephrase
870	rephrase
871	rephrase
872	no_rel
873	no_rel
874	rephrase
875	conflict
876	no_rel
877	inference
878	no_rel
879	no_rel
880	no_rel
881	inference
882	rephrase
883	rephrase
884	rephrase
885	rephrase
886	rephrase
887	rephrase
888	rephrase
889	rephrase
890	no_rel
891	rephrase
892	rephrase
893	rephrase
894	no_rel
895	inference
896	inference
897	rephrase
898	rephrase
899	inference
900	no_rel
901	no_rel
902	no_rel
903	rephrase
904	rephrase
905	rephrase
906	rephrase
907	inference
908	no_rel
909	no_rel
910	no_rel
911	rephrase
912	rephrase
913	rephrase
914	rephrase
915	rephrase
916	rephrase
917	rephrase
918	rephrase
919	rephrase
920	rephrase
921	rephrase
922	rephrase
923	rephrase
924	no_rel
925	inference
926	rephrase
927	conflict
928	rephrase
929	rephrase
930	rephrase
931	inference
932	inference
933	rephrase
934	rephrase
935	rephrase
936	inference
937	rephrase
938	conflict
939	no_rel
940	no_rel
941	rephrase
942	no_rel
943	inference
944	rephrase
945	rephrase
946	rephrase
947	rephrase
948	rephrase
949	rephrase
950	rephrase
951	rephrase
952	rephrase
953	inference
954	inference
955	inference
956	inference
957	no_rel
958	conflict
959	inference
960	rephrase
961	no_rel
962	no_rel
963	rephrase
964	rephrase
965	rephrase
966	rephrase
967	rephrase
968	rephrase
969	rephrase
970	rephrase
971	rephrase
972	inference
973	rephrase
974	inference
975	rephrase
976	inference
977	rephrase
978	conflict
979	rephrase
980	rephrase
981	inference
982	no_rel
983	inference
984	rephrase
985	inference
986	inference
987	rephrase
988	no_rel
989	rephrase
990	inference
991	inference
992	rephrase
993	rephrase
994	rephrase
995	inference
996	rephrase
997	inference
998	no_rel
999	rephrase
1000	no_rel
1001	no_rel
1002	no_rel
1003	no_rel
1004	inference
1005	rephrase
1006	rephrase
1007	no_rel
1008	rephrase
1009	no_rel
1010	rephrase
1011	inference
1012	rephrase
1013	rephrase
1014	rephrase
1015	rephrase
1016	rephrase
1017	rephrase
1018	no_rel
1019	rephrase
1020	no_rel
1021	no_rel
1022	no_rel
1023	rephrase
1024	inference
1025	rephrase
1026	rephrase
1027	inference
1028	rephrase
1029	rephrase
1030	rephrase
1031	inference
1032	no_rel
1033	inference
1034	inference
1035	no_rel
1036	inference
1037	inference
1038	conflict
1039	inference
1040	inference
1041	rephrase
1042	rephrase
1043	inference
1044	inference
1045	rephrase
1046	rephrase
1047	rephrase
1048	rephrase
1049	no_rel
1050	rephrase
1051	inference
1052	rephrase
1053	rephrase
1054	inference
1055	rephrase
1056	conflict
1057	no_rel
1058	inference
1059	no_rel
1060	inference
1061	rephrase
1062	rephrase
1063	rephrase
1064	rephrase
1065	no_rel
1066	rephrase
1067	no_rel
1068	rephrase
1069	rephrase
1070	rephrase
1071	rephrase
1072	rephrase
1073	no_rel
1074	rephrase
1075	inference
1076	rephrase
1077	rephrase
1078	rephrase
1079	rephrase
1080	rephrase
1081	no_rel
1082	no_rel
1083	rephrase
1084	rephrase
1085	rephrase
1086	no_rel
1087	no_rel
1088	no_rel
1089	no_rel
1090	conflict
1091	rephrase
1092	rephrase
1093	rephrase
1094	rephrase
1095	rephrase
1096	inference
1097	rephrase
1098	rephrase
1099	rephrase
1100	rephrase
1101	rephrase
1102	rephrase
1103	rephrase
1104	no_rel
1105	rephrase
1106	inference
1107	rephrase
1108	rephrase
1109	rephrase
1110	rephrase
1111	rephrase
1112	inference
1113	rephrase
1114	rephrase
1115	rephrase
1116	rephrase
1117	inference
1118	inference
1119	rephrase
1120	rephrase
1121	inference
1122	no_rel
1123	inference
1124	inference
1125	rephrase
1126	rephrase
1127	rephrase
1128	no_rel
1129	rephrase
1130	rephrase
1131	rephrase
1132	rephrase
1133	no_rel
1134	rephrase
1135	inference
1136	rephrase
1137	rephrase
1138	rephrase
1139	inference
1140	rephrase
1141	inference
1142	rephrase
1143	rephrase
1144	rephrase
1145	inference
1146	no_rel
1147	no_rel
1148	rephrase
1149	rephrase
1150	no_rel
1151	inference
1152	rephrase
1153	no_rel
1154	inference
1155	no_rel
1156	rephrase
1157	rephrase
1158	rephrase
1159	no_rel
1160	rephrase
1161	rephrase
1162	rephrase
1163	rephrase
1164	inference
1165	no_rel
1166	inference
1167	inference
1168	no_rel
1169	inference
1170	inference
1171	rephrase
1172	rephrase
1173	no_rel
1174	inference
1175	no_rel
1176	rephrase
1177	no_rel
1178	inference
1179	no_rel
1180	no_rel
1181	rephrase
1182	rephrase
1183	no_rel
1184	inference
1185	inference
1186	inference
1187	rephrase
1188	rephrase
1189	rephrase
1190	rephrase
1191	inference
1192	inference
1193	rephrase
1194	rephrase
1195	inference
1196	rephrase
1197	rephrase
1198	rephrase
1199	rephrase
1200	no_rel
1201	no_rel
1202	no_rel
1203	rephrase
1204	rephrase
1205	rephrase
1206	rephrase
1207	no_rel
1208	no_rel
1209	rephrase
1210	inference
1211	no_rel
1212	inference
1213	inference
1214	rephrase
1215	inference
1216	rephrase
1217	rephrase
1218	rephrase
1219	no_rel
1220	inference
1221	rephrase
1222	rephrase
1223	rephrase
1224	no_rel
1225	conflict
1226	rephrase
1227	no_rel
1228	no_rel
1229	rephrase
1230	rephrase
1231	rephrase
1232	inference
1233	inference
1234	no_rel
1235	rephrase
1236	no_rel
1237	rephrase
1238	rephrase
1239	rephrase
1240	rephrase
1241	inference
1242	rephrase
1243	inference
1244	no_rel
1245	inference
1246	rephrase
1247	rephrase
1248	rephrase
1249	rephrase
1250	rephrase
1251	no_rel
1252	inference
1253	inference
1254	no_rel
1255	rephrase
1256	inference
1257	inference
1258	no_rel
1259	conflict
1260	inference
1261	rephrase
1262	inference
1263	inference
1264	inference
1265	rephrase
1266	no_rel
1267	rephrase
1268	rephrase
1269	rephrase
1270	rephrase
1271	rephrase
1272	rephrase
1273	rephrase
1274	no_rel
1275	inference
1276	inference
1277	rephrase
1278	rephrase
1279	conflict
1280	rephrase
1281	rephrase
1282	rephrase
1283	rephrase
1284	no_rel
1285	inference
1286	conflict
1287	rephrase
1288	rephrase
1289	rephrase
1290	rephrase
1291	rephrase
1292	rephrase
1293	rephrase
1294	rephrase
1295	no_rel
1296	no_rel
1297	rephrase
1298	conflict
1299	rephrase
1300	rephrase
1301	conflict
1302	conflict
1303	rephrase
1304	rephrase
1305	no_rel
1306	inference
1307	no_rel
1308	rephrase
1309	inference
1310	no_rel
1311	no_rel
1312	no_rel
1313	inference
1314	rephrase
1315	no_rel
1316	rephrase
1317	rephrase
1318	inference
1319	conflict
1320	rephrase
1321	no_rel
1322	no_rel
1323	rephrase
1324	no_rel
1325	rephrase
1326	rephrase
1327	rephrase
1328	inference
1329	inference
1330	rephrase
1331	rephrase
1332	rephrase
1333	inference
1334	conflict
1335	inference
1336	inference
1337	rephrase
1338	rephrase
1339	rephrase
1340	inference
1341	rephrase
1342	rephrase
1343	no_rel
1344	inference
1345	conflict
1346	inference
1347	inference
1348	inference
1349	inference
1350	no_rel
1351	rephrase
1352	no_rel
1353	rephrase
1354	rephrase
1355	no_rel
1356	rephrase
1357	rephrase
1358	rephrase
1359	inference
1360	rephrase
1361	inference
1362	rephrase
1363	rephrase
1364	no_rel
1365	rephrase
1366	inference
1367	rephrase
1368	no_rel
1369	rephrase
1370	rephrase
1371	rephrase
1372	rephrase
1373	inference
1374	no_rel
1375	rephrase
1376	rephrase
1377	rephrase
1378	inference
1379	no_rel
1380	rephrase
1381	no_rel
1382	rephrase
1383	rephrase
1384	no_rel
1385	rephrase
1386	inference
1387	rephrase
1388	rephrase
1389	rephrase
1390	rephrase
1391	rephrase
1392	rephrase
1393	rephrase
1394	rephrase
1395	no_rel
1396	rephrase
1397	rephrase
1398	no_rel
1399	rephrase
1400	no_rel
1401	inference
1402	conflict
1403	inference
1404	no_rel
1405	inference
1406	inference
1407	inference
1408	no_rel
1409	no_rel
1410	conflict
1411	inference
1412	inference
1413	no_rel
1414	rephrase
1415	inference
1416	inference
1417	inference
1418	no_rel
1419	inference
1420	inference
1421	inference
1422	inference
1423	no_rel
1424	inference
1425	conflict
1426	inference
1427	inference
1428	rephrase
1429	inference
1430	inference
1431	rephrase
1432	inference
1433	no_rel
1434	no_rel
1435	inference
1436	no_rel
1437	inference
1438	inference
1439	inference
1440	inference
1441	rephrase
1442	no_rel
1443	conflict
1444	conflict
1445	inference
1446	inference
1447	inference
1448	no_rel
1449	inference
1450	inference
1451	inference
1452	no_rel
1453	inference
1454	inference
1455	inference
1456	rephrase
1457	inference
1458	rephrase
1459	inference
1460	no_rel
1461	inference
1462	inference
1463	inference
1464	inference
1465	no_rel
1466	no_rel
1467	no_rel
1468	inference
1469	inference
1470	rephrase
1471	inference
1472	inference
1473	inference
1474	inference
1475	inference
1476	inference
1477	inference
1478	rephrase
1479	inference
1480	inference
1481	inference
1482	inference
1483	inference
1484	inference
1485	inference
1486	no_rel
1487	inference
1488	no_rel
1489	rephrase
1490	inference
1491	no_rel
1492	inference
1493	no_rel
1494	inference
1495	rephrase
1496	rephrase
1497	inference
1498	inference
1499	no_rel
1500	inference
1501	inference
1502	rephrase
1503	no_rel
1504	inference
1505	no_rel
1506	inference
1507	conflict
1508	inference
1509	rephrase
1510	inference
1511	no_rel
1512	inference
1513	conflict
1514	rephrase
1515	no_rel
1516	inference
1517	inference
1518	inference
1519	inference
1520	inference
1521	no_rel
1522	rephrase
1523	inference
1524	inference
1525	no_rel
1526	inference
1527	no_rel
1528	no_rel
1529	inference
1530	inference
1531	inference
1532	inference
1533	inference
1534	no_rel
1535	inference
1536	no_rel
1537	no_rel
1538	inference
1539	rephrase
1540	no_rel
1541	no_rel
1542	no_rel
1543	no_rel
1544	rephrase
1545	rephrase
1546	inference
1547	inference
1548	inference
1549	inference
1550	inference
1551	inference
1552	rephrase
1553	inference
1554	no_rel
1555	inference
1556	no_rel
1557	inference
1558	inference
1559	inference
1560	inference
1561	inference
1562	inference
1563	inference
1564	inference
1565	no_rel
1566	no_rel
1567	inference
1568	inference
1569	no_rel
1570	inference
1571	rephrase
1572	inference
1573	rephrase
1574	inference
1575	inference
1576	no_rel
1577	inference
1578	inference
1579	inference
1580	inference
1581	inference
1582	no_rel
1583	no_rel
1584	inference
1585	inference
1586	rephrase
1587	inference
1588	inference
1589	no_rel
1590	inference
1591	inference
1592	inference
1593	inference
1594	inference
1595	inference
1596	inference
1597	inference
1598	inference
1599	inference
1600	no_rel
1601	inference
1602	inference
1603	rephrase
1604	inference
1605	inference
1606	inference
1607	no_rel
1608	no_rel
1609	no_rel
1610	inference
1611	conflict
1612	inference
1613	no_rel
1614	inference
1615	inference
1616	no_rel
1617	no_rel
1618	inference
1619	inference
1620	no_rel
1621	inference
1622	inference
1623	inference
1624	inference
1625	inference
1626	inference
1627	no_rel
1628	no_rel
1629	no_rel
1630	inference
1631	inference
1632	inference
1633	no_rel
1634	no_rel
1635	inference
1636	inference
1637	inference
1638	rephrase
1639	rephrase
1640	inference
1641	inference
1642	inference
1643	no_rel
1644	no_rel
1645	inference
1646	inference
1647	inference
1648	inference
1649	inference
1650	inference
1651	inference
1652	no_rel
1653	inference
1654	inference
1655	no_rel
1656	no_rel
1657	rephrase
1658	rephrase
1659	no_rel
1660	inference
1661	inference
1662	no_rel
1663	rephrase
1664	inference
1665	inference
1666	inference
1667	rephrase
1668	inference
1669	inference
1670	inference
1671	inference
1672	no_rel
1673	inference
1674	inference
1675	inference
1676	inference
1677	rephrase
1678	inference
1679	rephrase
1680	rephrase
1681	inference
1682	inference
1683	inference
1684	no_rel
1685	inference
1686	inference
1687	inference
1688	rephrase
1689	inference
1690	inference
1691	no_rel
1692	rephrase
1693	inference
1694	no_rel
1695	inference
1696	inference
1697	no_rel
1698	conflict
1699	no_rel
1700	inference
1701	no_rel
1702	no_rel
1703	inference
1704	inference
1705	inference
1706	no_rel
1707	inference
1708	inference
1709	inference
1710	no_rel
1711	inference
1712	no_rel
1713	no_rel
1714	inference
1715	inference
1716	inference
1717	inference
1718	inference
1719	inference
1720	rephrase
1721	inference
1722	inference
1723	no_rel
1724	inference
1725	inference
1726	inference
1727	inference
1728	inference
1729	inference
1730	inference
1731	inference
1732	inference
1733	inference
1734	inference
1735	no_rel
1736	inference
1737	inference
1738	inference
1739	no_rel
1740	rephrase
1741	inference
1742	rephrase
1743	no_rel
1744	rephrase
1745	inference
1746	inference
1747	no_rel
1748	no_rel
1749	inference
1750	no_rel
1751	no_rel
1752	inference
1753	inference
1754	inference
1755	rephrase
1756	inference
1757	inference
1758	inference
1759	no_rel
1760	inference
1761	inference
1762	inference
1763	inference
1764	no_rel
1765	no_rel
1766	rephrase
1767	no_rel
1768	no_rel
1769	inference
1770	inference
1771	inference
1772	inference
1773	inference
1774	no_rel
1775	inference
1776	inference
1777	no_rel
1778	no_rel
1779	no_rel
1780	inference
1781	inference
1782	inference
1783	inference
1784	no_rel
1785	no_rel
1786	rephrase
1787	inference
1788	no_rel
1789	inference
1790	conflict
1791	rephrase
1792	rephrase
1793	no_rel
1794	inference
1795	inference
1796	no_rel
1797	inference
1798	inference
1799	rephrase
1800	no_rel
1801	inference
1802	inference
1803	no_rel
1804	no_rel
1805	no_rel
1806	rephrase
1807	inference
1808	inference
1809	inference
1810	no_rel
1811	inference
1812	inference
1813	inference
1814	inference
1815	inference
1816	inference
1817	inference
1818	no_rel
1819	inference
1820	no_rel
1821	no_rel
1822	inference
1823	no_rel
1824	rephrase
1825	inference
1826	inference
1827	rephrase
1828	inference
1829	inference
1830	inference
1831	inference
1832	no_rel
1833	no_rel
1834	no_rel
1835	inference
1836	inference
1837	no_rel
1838	inference
1839	inference
1840	inference
1841	inference
1842	no_rel
1843	no_rel
1844	no_rel
1845	no_rel
1846	rephrase
1847	inference
1848	no_rel
1849	inference
1850	inference
1851	rephrase
1852	inference
1853	no_rel
1854	inference
1855	no_rel
1856	inference
1857	inference
1858	rephrase
1859	rephrase
1860	no_rel
1861	no_rel
1862	conflict
1863	inference
1864	inference
1865	no_rel
1866	inference
1867	no_rel
1868	no_rel
1869	no_rel
1870	rephrase
1871	inference
1872	no_rel
1873	inference
1874	inference
1875	conflict
1876	inference
1877	inference
1878	rephrase
1879	inference
1880	inference
1881	inference
1882	inference
1883	no_rel
1884	inference
1885	rephrase
1886	inference
1887	inference
1888	inference
1889	no_rel
1890	no_rel
1891	rephrase
1892	no_rel
1893	inference
1894	rephrase
1895	inference
1896	inference
1897	rephrase
1898	conflict
1899	inference
1900	inference
1901	inference
1902	inference
1903	no_rel
1904	rephrase
1905	inference
1906	inference
1907	rephrase
1908	inference
1909	inference
1910	inference
1911	rephrase
1912	conflict
1913	rephrase
1914	inference
1915	rephrase
1916	no_rel
1917	inference
1918	inference
1919	inference
1920	inference
1921	inference
1922	inference
1923	no_rel
1924	inference
1925	conflict
1926	no_rel
1927	rephrase
1928	no_rel
1929	inference
1930	inference
1931	no_rel
1932	rephrase
1933	inference
1934	inference
1935	inference
1936	inference
1937	no_rel
1938	inference
1939	inference
1940	inference
1941	inference
1942	inference
1943	inference
1944	inference
1945	rephrase
1946	no_rel
1947	inference
1948	inference
1949	inference
1950	no_rel
1951	no_rel
1952	inference
1953	no_rel
1954	inference
1955	rephrase
1956	inference
1957	no_rel
1958	inference
1959	no_rel
1960	rephrase
1961	inference
1962	inference
1963	inference
1964	rephrase
1965	inference
1966	inference
1967	inference
1968	inference
1969	inference
1970	inference
1971	no_rel
1972	no_rel
1973	conflict
1974	inference
1975	no_rel
1976	inference
1977	inference
1978	no_rel
1979	inference
1980	no_rel
1981	no_rel
1982	no_rel
1983	no_rel
1984	rephrase
1985	rephrase
1986	rephrase
1987	rephrase
1988	rephrase
1989	inference
1990	inference
1991	conflict
1992	inference
1993	no_rel
1994	inference
1995	inference
1996	no_rel
1997	inference
1998	inference
1999	inference
2000	inference
2001	no_rel
2002	inference
2003	inference
2004	rephrase
2005	rephrase
2006	rephrase
2007	conflict
2008	inference
2009	inference
2010	inference
2011	inference
2012	inference
2013	inference
2014	no_rel
2015	no_rel
2016	rephrase
2017	no_rel
2018	rephrase
2019	no_rel
2020	no_rel
2021	conflict
2022	inference
2023	rephrase
2024	inference
2025	inference
2026	rephrase
2027	inference
2028	inference
2029	no_rel
2030	inference
2031	no_rel
2032	inference
2033	conflict
2034	no_rel
2035	no_rel
2036	inference
2037	rephrase
2038	inference
2039	no_rel
2040	inference
2041	inference
2042	rephrase
2043	inference
2044	no_rel
2045	rephrase
2046	inference
2047	inference
2048	no_rel
